Gender,Age,Marital_Status,city_name,PIN,Model_Name,New_Policy_Campaign_Type,Policy_Source,Renewed
Male,51,M,SIYANA,245412,Splendor + I3S DRSC FI,SAOD,Dealer,1
Female,71,M,MOHALI,140301,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,39,M,Samastipur,848504,SPLENDOR PLUS SELF,COMP,Dealer,1
Male,39,M,RANGA REDDY,501510,Hero Maestro,COMP,Dealer,1
Male,46,M,Bikaner,334302,HF DELUXE IBS DRS,COMP,Dealer,1
Male,41,,Mahwa,321608,SPL + BS6 DRSC,SAOD,QR,1
Female,25,M,Madhubani,847235,PLEASURE+ XTEC DRS CAST C,SAOD,Dealer,1
Female,28,M,Samastipur,848132,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,21,S,Guwahati,781381,XTREME 125R ABS DSS,SAOD,Dealer,1
Male,42,S,Rajnandgaon,491445,TVS APACHE 160 2VRD BS-VI,SAOD,Dealer,1
Male,27,S,Etah,207001,Splendor plus DRS C F1,SAOD,Dealer,1
Male,57,,Saharanpur,247551,Splendor plus DRS C F1,SAOD,MOBILE,1
Male,46,,Ghazipur,275204,SUPER SPLENDOR XTEC DRSC,SAOD,MOBILE,1
Male,29,M,Agra,283115,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,21,M,Panipat,132103,Splendor plus DRS C F1,SAOD,Dealer,1
Male,31,M,Satna,485775,SPLENDOR+XTEC I3S DRSC FI,SAOD,Dealer,1
Male,51,M,DESAR,361774,Passion Plus I3S DRS CAST,SAOD,Dealer,1
Male,25,,Salem,636101,DESTINI PRIME DRS CAST,SAOD,CT12OD_2,1
Male,28,M,Purnia,854326,HF DELUXE_DLX 19 BS6 I3S,SAOD,Dealer,1
Male,40,M,Mathura,281308,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,58,,Satna,485001,DESTINI PRIME DRS CAST,SAOD,CT7SAON3,1
Male,25,M,petlavad,457770,HF DELUXE DRS CAST FI,SAOD,Dealer,1
Male,40,M,Shivpuri,473551,SPL + BS6 DRSC,SAOD,Dealer,1
Male,54,S,NORTH 24 PARGANAS,740116,XTREME 125R ABS DSS,SAOD,Dealer,1
Male,62,,Dhar,454660,HF DELUXE DRS CAST FI,SAOD,CT12OD_1,1
Male,34,M,Jaunpur,222002,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,33,M,KANPUR NAGAR,209304,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,40,M,Agra,282006,SUPER SPL BS6,SAOD,Dealer,1
Male,43,M,Vidisha,464224,HF DELUXE-BS-6,SAOD,Dealer,1
Male,51,M,Rampur,244921,SPL + BS6 DRSC,SAOD,Dealer,1
Male,54,M,Budaun,202523,SPL + BS6 DRSC,SAOD,Dealer,1
Male,44,,Gohana,131301,Splendor plus DRS C F1,SAOD,MOBILE,1
Male,24,M,BHIWADI,301019,SPLENDOR+XTEC I3S DRSC FI,SAOD,Dealer,1
Male,36,M,RAGHUNATHGANJ,742223,HF DELUXE-BS-6,SAOD,Dealer,1
Male,33,,Gorakhpur,273165,SPL + BS6 DRSC,SAOD,CT12OD_1,1
Male,45,M,Gwalior,474001,DESTINI PRIME DRS CAST,SAOD,Dealer,1
Male,30,,Nagaur,341503,HF DELUXE DRS CAST FI,SAOD,CT4SAON3,1
Male,36,M,Budaun,243601,SUPER SPL BS6,SAOD,Dealer,1
Male,25,M,Katihar,805128,GLAMOUR 125 FI DRSC,SAOD,Dealer,1
Male,26,M,Kota,325201,HF DELUXE DRS CAST FI,SAOD,Dealer,1
Male,37,S,Jaipur,302033,Splendor + I3S DRSC FI,SAOD,Dealer,1
Female,21,,Pondicherry,605008,Pleasure Plus XTEC DRS,SAOD,CTTHU_1,1
Male,28,M,Bareilly,243504,SPL + BS6 DRSC,SAOD,Dealer,1
Male,35,,Patiala,147001,SPL + BS6 DRSC,SAOD,MOBILE,1
Male,36,M,Udaipur,313015,SPL + BS6 DRSC,SAOD,Dealer,1
Male,49,M,NAMKUM,834010,GLAMOUR 125 FI DRSC,SAOD,Dealer,1
Female,30,M,Sonipat,131027,Passion Plus I3S DRS CAST,SAOD,Dealer,1
Male,19,M,Kaithal,136043,HF DELUXE-BS-6,SAOD,Dealer,1
Male,35,,Ferozepur Jhirka,122108,SPLENDOR+XTEC I3S DRSC FI,SAOD,CT7SAON3,1
Female,24,,Kushi Nagar,274401,DESTINI PRIME DRS CAST,SAOD,MOBILE,1
Male,35,,Moradabad,244501,SPL + BS6 DRSC,SAOD,MOBILE,1
Male,23,,Guwahati,782103,XTREME 125R ABS DSS,SAOD,MOBILE,1
Male,32,M,Hathras,204214,SPL + BS6 DRSC,SAOD,Dealer,1
Male,19,M,Sohna,122103,XTREME 125R ABS DSS,SAOD,Dealer,1
Male,26,,Jaipur,302003,Splendor + I3S DRSC FI,SAOD,QR,1
Male,26,S,Chikmagalur,577101,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,50,,Jhansi,284128,Splendor + I3S DRSC FI,SAOD,QR,1
Female,33,,SAWAI MADHOPUR,322212,SPL + BS6 DRSC,SAOD,MOBILE,1
Male,31,M,CHITRAKOOT,210205,HF DELUXE-BS-6,SAOD,Dealer,1
Female,29,M,Jaipur,302001,PASSION PRO (PPRFDRSCC),COMP,DIRECT,1
Male,58,M,Mysore,571114,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,33,M,SRI GANGANAGAR,335001,HF DELUXE_DLX 19 BS6 I3S,COMP,Dealer,1
Male,38,M,Kolkata,700148,Maestro Edge -VX,COMP,Dealer,1
Male,40,M,Panipat,132103,HF DLX KICK START  BS6,COMP,Dealer,1
Male,22,,Jamshedpur,831002,SUPER SPLENDOR(SPSGDRSSC),COMP,MOBILE,1
Male,50,M,Darbhanga,846006,HF DELUXE_DLX 19 BS6 I3S,COMP,Dealer,1
Male,60,S,KANPUR DEHAT,209111,HF DELUXE BS6 DRUM SELF CAST,SAOD,Dealer,1
Male,21,M,Gadag,562207,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,25,M,Kota,324010,DUET VX,COMP,DIRECT,1
Male,55,S,CHITRAKOOT,210207,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,41,S,MURSHIDABAD,742213,HF DELUXE IBS DRS,COMP,Dealer,1
Male,24,M,Kaushambi,212201,HF DELUXE_HFNDTD,COMP,Dealer,1
Male,55,M,Howrah,711412,GLAMOUR BS6 FI DRS,SAOD,Dealer,1
Male,22,M,Hubli,582115,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,76,S,Hapur,245101,HF DELUXE BS6 DRUM-KICK,SAOD,Dealer,1
Male,23,M,Belgaum,590006,SPLENDOR PLUS,COMP,Dealer,1
Male,49,M,BHARATPUR,321602,SPLENDOR  +,COMP,Dealer,1
Male,32,S,Bhilwara,311025,SPLENDOR+ HSPPEDRSCFI,SAOD,Dealer,1
Male,38,M,CHOTILA,363520,HF DELUXE DRS CAST FI,SAOD,Dealer,1
Male,48,,Namakkal,637002,PLEASURE + XTEC,SAOD,MOBILE,1
Male,48,M,Berhampore,742101,DESTINI 125(DESCDRVCF),SAOD,Dealer,1
Female,31,,Patna,840001,MAESTRO EDGE(MADCDRSC),SAOD,CTTHU_2,1
Male,35,M,Sirsaganj,203151,PASSION PRO BS6 FI-,SAOD,Dealer,1
Male,48,M,Tonk,304001,SPL + BS6 DRSC,SAOD,Dealer,1
Male,49,M,GURGAON,122101,HF DELUXE_HFND,COMP,Dealer,1
Male,49,M,Indore,453441,SUPER SPL BS6,SAOD,Dealer,1
Male,60,M,Hardoi,241001,PASSION PRO BS6 FI-,SAOD,Dealer,1
Male,50,M,Jaipur,302003,SPLENDOR +SELF BSIV,COMP,Dealer,1
Male,57,M,Bellary,583101,PASSION PRO (PPRFDRSCC),COMP,Dealer,1
Male,39,M,Eluru,511340,HF DELUXE_DLX 19 BS6 I3S,SAOD,Dealer,1
Male,41,M,Mohania,821109,PASSION-PR-O,COMP,Dealer,1
Male,39,M,HOOGHLY,712246,PASSION PRO CAST SELF,COMP,Dealer,1
Female,50,M,Giridih,825322,Maestro Edge -VX,COMP,DIRECT,1
Male,50,M,BARARI,854115,SPLENDOR +,COMP,Dealer,1
Male,23,M,Kangra,176001,SUPER SPLENDOR(SPSGDRSSC),COMP,Dealer,1
Male,35,M,Dharwad,580008,HF DELUXE BS6 DRUM SELF CAST,SAOD,Dealer,1
Male,26,S,Ganaur,131101,HF DELUXE BS6 I3S DRS,SAOD,Dealer,1
Male,49,M,Morena,476444,SP+I3S BS-6,SAOD,Dealer,1
Male,40,,REWARI,123101,SPLENDOR + BS6-I3S DRS,SAOD,MOBILE,1
Male,23,,Agar Malwa,465447,Splendor + I3S DRSC FI,SAOD,QR,1
Male,59,M,Gundlupet,571111,SP+I3S BS-6,COMP,Dealer,1
Male,32,,HASSAN,573127,XOOM ZX DSSC SPORTS,SAOD,CT12OD_1,1
Male,25,M,Bankura,722155,PASSION PRO PPRADRSCC,COMP,Dealer,1
Male,44,,Dausa,303325,HF DELUXE BS6 DRUM KICK C,SAOD,CTWED_1,1
Male,21,,Bundi,323024,SPL + BS6 DRSC,SAOD,CT12OD_1,1
Male,33,M,Bhilwara,311001,SUPER SPLENDOR XTEC DRSC,SAOD,Dealer,1
Male,40,S,JhunJhunu,333042,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,29,,Bhadrak,756129,SPLENDOR+ XTEC DRS CAST,SAOD,CT12OD_1,1
Male,29,M,BENGALURU,560057,SPLENDOR PLUS DRK CAST,COMP,Dealer,1
Male,55,,Mahrajganj,273163,SUPER SPL BS6,SAOD,CT12OD_2,1
Male,50,,VILLUPURAM,605755,Splendor + I3S DRSC FI,SAOD,CTEMAIL,1
Male,34,M,Chitradurga,577527,SPLENDOR + HSPPEDRSCFI,SAOD,Dealer,1
Male,42,M,Shahdol,454001,HF DELUXE IBS DRS,COMP,Dealer,1
Male,61,S,Kota,324010,SPLENDOR + IBS DRS CAST,COMP,Dealer,1
Male,38,M,Cuttack,753001,GLAMOUR- K CAST (DRS),COMP,Dealer,1
Male,39,M,Umaria,484661,HF DELUXE-BS-6,SAOD,Dealer,1
Male,37,M,Madhubani,847235,PASSION PRO  HPPRLIRSCCR,COMP,Dealer,1
Female,28,M,Bahadurgarh,124507,SPLENDOUR PLUS(SPPFDRKCC),COMP,Dealer,1
Male,21,,Chatra,825408,SUPER SPLENDER IBS DRS CA,COMP,MOBILE,1
Male,37,M,Mathura,281001,SPLENDOR + BS6-I3S DRS,SAOD,Dealer,1
Male,58,S,Deoli,304804,SPLENDOR + BS6-I3S DRS,SAOD,Dealer,1
Female,36,,Kathua,184144,SPLENDOR + BS6 DRS -CAST,SAOD,CTAKSHATA,1
Male,34,,Hojai,781171,V-15,COMP,CT_TUE2,1
Male,30,M,Muzaffarpur,842002,PASSION PRO  HPPRLIRSCCR,COMP,Dealer,1
Male,52,S,Karimnagar,505001,SPLENDOR + BS6-I3S DRS,SAOD,DIRECT,1
Male,39,M,Sohna,122103,SPLENDOR +,COMP,Dealer,1
Male,48,M,Gohana,131301,ACTIVA 6G DLX LTD ED,COMP,Dealer,1
Male,71,M,Gwalior,474005,SPLENDOR+XTEC I3S DRSC FI,SAOD,Dealer,1
Female,45,M,Ahmedabad,380019,DuetVX BSIII,COMP,Dealer,1
Male,63,M,Hathras,204101,HF DELUXE HFNDEDRSCCR,COMP,Dealer,1
Male,62,M,SULTANPUR,208001,SPLENDOR PLUS SELF,COMP,Dealer,1
Male,21,M,Prakasam,513261,HF DELUXE..,SAOD,Dealer,1
Male,54,M,Golaghat,785613,SUPER SPLENDOR(SPSGDRSSC),COMP,Dealer,1
Male,53,,Lucknow,226020,Maestro Edge -VX,COMP,MOBILE,1
Male,54,M,Mainpuri,205001,SPLENDOR +SELF BSIV,COMP,Dealer,1
Male,29,,Hole Narsipur,562128,PASSION PRO  HPPRLIRSCCR,COMP,CTWB234,1
Male,45,M,CHARODA,490025,SPLENDOR PRO(SPRBDRSCC),COMP,Dealer,1
Male,54,M,Rajkot,360001,SPLENDOR +(SPPCDRKCC),COMP,Dealer,1
Male,42,M,Perambalur,601212,PLEASURE HPLNFDRSCCR,COMP,Dealer,1
Male,33,M,ALATHUR,678572,MAESTRO EDGE(MASADRVCC),COMP,Dealer,1
Male,50,,Alwar,301702,SPLENDOR + BS6-I3S DRS,COMP,MOBILE,1
Male,26,,BANGALORE,560076,DESTINI-125.,COMP,CTEMAIL,1
Male,50,M,Jodhpur,302007,SPLENDOR+ XTEC DRS CAST,SAOD,Dealer,1
Male,27,M,Alwar,301405,SPLENDOR  + BS6 I3s,SAOD,Dealer,1
Female,30,M,BARODA,390019,PLEASURE,COMP,Dealer,1
Male,63,S,Mysore,571301,PASSION PR O,COMP,Dealer,1
Male,35,M,Begusarai,851131,SPPDIRSCC(SP+13S IBS),COMP,Dealer,1
Male,43,M,BARODA,360006,PLEASURE,COMP,Dealer,1
Female,55,,Barmer,344024,SPLENDOR + IBS DRS CAST,COMP,MOBILE,1
Male,46,M,Bharatpur,301601,HF DELUXE-BS-6,COMP,Dealer,1
Male,36,,Alwar,301030,HF DRK 100 BS VI,SAOD,MOBILE,1
Male,21,M,Cuddalore,606001,SUPER SPLENDOR XTEC DRSC,SAOD,Dealer,1
Male,59,M,Chennai,600028,SPLENDOR PRO DRS,COMP,Dealer,1
Female,35,S,SOLAN,173204,PLEASURE + XTEC,SAOD,Dealer,1
Male,46,,CHIKKABALLAPUR,562102,PLEASURE+ HPLNRDRZCFI,SAOD,MOBILE,1
Female,30,M,Agra,283105,SPLENDOR+XTEC I3S DRSC FI,SAOD,Dealer,1
Male,47,,Yamunanagar,135001,HF DELUXE-BS-6,SAOD,CTPLUS1,1
Male,32,M,Bharatpur,328001,PASSION PRO (PPRFDRSCC),COMP,Dealer,1
Male,40,M,VARAPUZHA,683517,HF DLX19 BS6 DRS C I3S FI,SAOD,Dealer,1
Male,34,,Agra,203125,Splendor + I3S DRSC FI,SAOD,MOBILE,1
Female,49,,New Delhi,110096,PLEASURE + XTEC,SAOD,MOBILE,1
Male,44,M,Punhana,122508,HF DELUXE BS6 DRUM SELF CAST,SAOD,Dealer,1
Male,61,M,Bidar,585328,Splendor Plus DRK SCR,COMP,Dealer,1
Male,40,M,Gadag,582101,HF DELUXE DRS CAST FI,SAOD,Dealer,1
Male,57,M,Koppal,583227,SUPER SPLENDOR XTEC DRSC,SAOD,Dealer,1
Male,49,S,AHMADABAD,382330,SPPDIRSCC(SP+13S IBS),COMP,Dealer,1
Male,60,,Sonipat,131027,Splendor + I3S DRSC FI,SAOD,MOBILE,1
Female,39,,SILIGURI,704001,PLEASURE,COMP,CT_mon4,1
Male,32,M,Meerut,250002,SUP SPL BS6 FI DRS,SAOD,Dealer,1
Male,37,M,Bokaro,829144,GLAMOUR XTEC Fi DRSC,SAOD,BOT,1
Male,42,M,Sohna,122102,SPLENDOR+ BS6 DRS CAST FI,COMP,Dealer,1
Male,23,,New Delhi,110071,PASSION PRO BS6 FI-,SAOD,MOBILE,1
Male,42,M,Nuh,122107,PULSAR 125 DISK BRAKE BS6,SAOD,Dealer,1
Male,48,S,Panipat,132103,SPLENDOR + HSPPEDRSCFI,SAOD,Dealer,1
Male,29,M,RANGAREDDY,509216,PASSION PRO - BRSCCR,COMP,Dealer,1
Male,59,M,Davanagere,577004,PLEASURE,COMP,Dealer,1
Male,31,,Punhana,121103,SPLENDOR + BS6-I3S DRS,SAOD,CT_MON3,1
Male,52,M,Dausa,303303,HF DELUXE_HFNDTD,COMP,Dealer,1
Male,45,M,Dumka,814101,GLAMOUR XTEC FI,SAOD,Dealer,1
Male,60,M,Barpeta,781231,SUPER SPL BS6,SAOD,Dealer,1
Female,57,M,PONDICHERRY,605013,PLEASURE,COMP,Dealer,1
Male,26,M,Muzaffarpur,842001,PASSION XPRO DRS CC,COMP,Dealer,1
Male,30,,KASHIPUR,244713,SUPER SPL BS6,SAOD,MOBILE,1
Male,35,S,Bahadurgarh,124507,HF DELUXE--(HFNDMDRKCCR),COMP,Dealer,1
Male,32,S,Ahmedabad,380023,SPLENDOR +,COMP,Dealer,1
Female,29,M,Visakhapatnam,510026,GLAMOUR DSS CAST,COMP,Dealer,1
Male,27,M,Bantwal,574153,Splendor Plus DRK SCR,COMP,Dealer,1
Male,37,M,GADARPUR,263152,HF DELUXE I3S IBS DRS,COMP,Dealer,1
Male,44,M,Doddaballapura,561211,SUPER SPLENDOR XTEC DSSC,SAOD,Dealer,1
Male,63,M,Begusarai,848201,SPLENDOR PRO(SPRBDRSCC),COMP,Dealer,1
Male,34,M,Gwalior,474009,SPLENDOR PRO DRS,COMP,Dealer,1
Male,51,M,RAIGARH,496001,SUPER SPLENDOR  IBS DRS,COMP,Dealer,1
Male,28,S,Thiruvarur,609502,GLAMOUR IBS DRSCAST SPORT,COMP,Dealer,1
Male,29,M,Punhana,122508,SPLENDOR + BS6-I3S DRS,SAOD,Dealer,1
Male,25,M,Gwalior,475330,SPLENDOR PRO HSPRODRSCCR,COMP,Dealer,1
Male,42,M,DERA BASSI,140501,HF DELUXE HDLXADRKCFI -,SAOD,Dealer,1
Male,29,S,DELHI,110082,Super Splendor BS6 FI DIS,SAOD,Dealer,1
Male,34,M,MUZAFFAR NAGAR,201001,SUPER SPLENDOR(SPSGDRSSC),COMP,Dealer,1
Male,43,M,Nuh,122107,HF DELUXE /HAR057,COMP,Dealer,1
Male,71,M,Firozabad,283203,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,20,M,Nuh,122107,ACTIVA DLX-OBD2,SAOD,DIRECT,1
Male,52,M,PAKUR,816107,PLEASURE DRS CCR,COMP,Dealer,1
Female,42,M,Jaunpur,222180,PLEASURE+ BS6 DRS,SAOD,Dealer,1
Male,69,M,Ernakulam,683561,PASSION PRO (PPRJDSSCC),COMP,Dealer,1
Male,43,M,KANKREJ,365550,PASSION PRO DRSCCR,COMP,Dealer,1
Male,47,M,Channagiri,577221,DESTINI 125(DESCDRVCF),COMP,Dealer,1
Male,62,M,TURKAULIA,845437,SPLENDOR  + BS6 I3s,SAOD,Dealer,1
Male,31,M,Jaipur,302022,HF DELUXE DRS CAST FI,SAOD,Dealer,1
Male,40,M,MALDA,732101,PLEASURE,COMP,Dealer,1
Male,52,M,Sohna,122103,SPLENDOR +HSPPEDRSCFI,SAOD,Dealer,1
Male,48,M,Muzaffarpur,843115,HF DELUX (HFNDJDRSCCR),COMP,Dealer,1
Male,38,M,Karnal,132157,SPLENDOR +,COMP,Dealer,1
Male,36,M,Bettiah,845307,SPLENDOR+XTEC I3S DRSC FI,SAOD,Dealer,1
Male,41,,Sonepat,131027,HF DELUXE - (HFNDMIRSCCR),COMP,MOBILE,1
Female,27,M,Gaya,824232,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,30,M,Ujjain,456001,HF DELUXE DRS.,COMP,Dealer,1
Male,41,S,Fatehpur,332301,SPLENDOR +,COMP,Dealer,1
Male,25,,Kushi Nagar,274301,HF DELUXE-BS-6,SAOD,MOBILE,1
Male,25,M,Ahmedabad,382433,HF DELUXE DRS CAST FI,SAOD,Dealer,1
Male,34,M,Bahraich,271845,SPL + BS6 DRSC,SAOD,Dealer,1
Male,25,M,Saran,841215,GLAMOUR 125 FI DRSC,SAOD,Dealer,1
Male,32,M,Jammu,181224,GLAMOUR XTEC FI,SAOD,Dealer,1
Male,47,,BALLABGARH,121004,SPLENDOR + BS6-I3S DRS,SAOD,MOBILE,1
Male,55,M,Jaunpur,222142,HF DELUXE BS6 DRUM SELF CAST,SAOD,Dealer,1
Male,27,M,Mundgod,581349,HF DELUXE DRS CAST(FNDCDR,COMP,Dealer,1
Female,30,M,Ranchi,834003,GLAMOUR XTEC Fi DRSC,SAOD,Dealer,1
Male,21,,Jaipur,302013,HF DELUXE IBS DRS,COMP,CTAKSHATA,1
Male,37,M,Sitamarhi,843324,SP+I3S BS-6,SAOD,Dealer,1
Male,22,M,Nuh,122103,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,30,M,Jhabua,457772,HF DELUXE DRS CAST FI,SAOD,Dealer,1
Male,50,,HARIDWAR,247663,XTREME 125R ABS DSS,SAOD,MOBILE,1
Male,21,S,Jaipur,302033,Splendor plus DRS C F1,SAOD,Dealer,1
Male,22,M,Meerut,250002,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,37,M,SHEOPUR,476337,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,53,M,Alwar,301001,SPLENDOR+XTEC I3S DRSC FI,SAOD,DIRECT,1
Male,32,,New Delhi,110060,HF DELUXE BS6 DRUM SELF CAST,SAOD,CT4SAON3,1
Male,34,M,Muzaffarpur,843118,Splendor + I3S DRSC FI,SAOD,Dealer,1
Female,55,,Lucknow,226022,PLEASURE+ XTEC DRS CAST C,SAOD,CT12OD_1,1
Female,28,,Jorhat,785112,SUPER SPLENDOR XTEC DSSC,SAOD,MOBILE,1
Male,26,M,Tikamgarh,472118,SPLENDOR+XTEC I3S DRSC FI,SAOD,Dealer,1
Female,47,M,Ranchi,825206,Passion Plus I3S DRS CAST,SAOD,Dealer,1
Male,59,,Bhopal,462023,XTREME 125R ABS DSS,SAOD,CT12OD_2,1
Male,48,,Shahjahanpur,242221,Splendor + I3S DRSC FI,SAOD,CT1SAON3,1
Male,23,,Kolkata,700141,XOOM ZX DSSC SPORTS,SAOD,CT1SAON1,1
Male,21,M,Thiruvarur,600001,Splendor + I3S DRSC FI,SAOD,Dealer,1
Female,33,S,Ajmer,305624,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,46,S,Agra,283102,Splendor plus DRS C F1,SAOD,Dealer,1
Male,47,,RAJSAMAND,302019,Passion Plus I3S DRS CAST,SAOD,MOBILE,1
Male,33,M,Baran,325215,SUPER SPLENDOR XTEC DRSC,SAOD,Dealer,1
Male,64,,Jaipur,302013,GLAMOUR XTEC FI,SAOD,MOBILE,1
Female,32,,Jaunpur,223102,DESTINI PRIME DRS CAST,SAOD,MOBILE,1
Male,28,,Bhind,477441,HF100 DRK BS6 HSN,SAOD,CT12OD_1,1
Male,58,,KANPUR NAGAR,208017,VIDA  V1 PLUS,SAOD,CT_mon4,1
Male,22,S,Cuddalore,606003,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,21,M,Udaipur,313001,HF DELUXE DRS CAST FI,SAOD,Dealer,1
Male,21,S,Kota,325204,HF DELUXE BS6 DRUM SELF CAST,SAOD,Dealer,1
Male,22,,New Delhi,110043,XTREME 125R ABS DSS,SAOD,CT1SAON4,1
Male,25,,Dehradun,248007,HF DELUXE-BS-6,SAOD,CT_MON3,1
Male,54,M,Dholpur,328001,SPLENDOR+XTEC I3S DRSC FI,SAOD,Dealer,1
Male,60,S,Srikakulam,532407,HF DELUXE_HFND,COMP,Dealer,1
Male,29,M,SOUTH DELHI,110077,SPLENDOR PRO NEW C,COMP,Dealer,1
Male,37,M,Mewat,122508,ACTIVA 6G,COMP,Dealer,1
Female,48,M,Ambedkar Nagar,204122,HF DLX19 BS6 DRS C I3S FI,COMP,Dealer,1
Male,28,M,Visakhapatnam,531162,GLAMOUR(GLRDDRSCC),COMP,Dealer,1
Male,42,M,Bhatapara,493118,HF DELUXE-BS-6,COMP,Dealer,1
Female,48,M,LAKHIMPUR KHERI,261501,SPLENDOR + BS6-I3S DRS,SAOD,Dealer,1
Male,24,M,KUCHAMAN CITY,341508,SPLENDOR+ BS6 DRS CAST FI,COMP,Dealer,1
Male,31,M,SAWAI MADHOPUR,322219,SPLENDOR  + BS6 DRS FI,COMP,Dealer,1
Male,73,S,Pudukkottai,622203,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,35,M,Veraval,362265,VIDA  V1 PLUS,SAOD,DIRECT,1
Female,42,M,RANEBENNUR,581115,DESTINI PRIME DRS CAST,SAOD,Dealer,1
Male,23,M,Basti,272155,HF Deluxe,COMP,Dealer,1
Male,55,M,Kanpur,208004,PASSION PRO DRSCCR,COMP,Dealer,1
Male,34,S,PIPILI,752104,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,40,M,Udaipur,303001,SPLENDOR +SELF BSIV,COMP,Dealer,1
Male,40,M,YADGIR,585321,PASSION PRO (PPRFDRSCC),COMP,Dealer,1
Male,34,M,Bhind,477660,Splendor plus DRS C F1,SAOD,Dealer,1
Female,55,M,EAST CHAMPARAN,845437,SPLENDOR + BS6-I3S DRS,SAOD,DIRECT,1
Male,25,M,Nuh,122107,SPLENDOR PRO(SPRHDRSCC),COMP,Dealer,1
Male,32,M,ALLAHABAD,221505,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,42,M,BARIPADA,757021,XOOM VX,SAOD,Dealer,1
Female,38,S,Chandauli,232104,SUPER SPLENDOR(SPSGDRSSC),COMP,Dealer,1
Male,36,M,SRI GANGANAGAR,335062,Maestro Edge BS6 FI LX,SAOD,Dealer,1
Male,27,M,LAKHIMPUR KHERI,262802,SUPER SPL BS6,SAOD,Dealer,1
Female,33,M,Thanjavur,612703,DUET VX MATT VERNIER,COMP,Dealer,1
Male,55,M,Panipat,132115,PLATINA 100 ES BS6,SAOD,Dealer,1
Male,33,M,Faridabad,121006,SPLENDOR PLUS SELF,COMP,Dealer,1
Male,53,M,BULANDSHAHER,203001,GLAMOUR IBS DRSCAST SPORT,COMP,Dealer,1
Male,39,M,ALLAHABAD,221508,SUPER SPL BS6,SAOD,Dealer,1
Male,55,D,Rae Bareli,229001,GLAMOUR FI,COMP,Dealer,1
Female,32,M,Barwani,451551,PLEASURE+ HPLNRDRZCFI,SAOD,Dealer,1
Male,34,M,NAGPUR,441202,SPLENDOR+ BS6- HSPPEDRSCF,SAOD,Dealer,1
Male,50,M,Mysore,571604,Splendor I Smart HSPGCDRS,COMP,Dealer,1
Male,30,M,Jamnagar,361280,HF DELUXE_DWDRSCCR,COMP,Dealer,1
Male,44,M,UDHAMPUR,182101,GLAMOUR DSS,COMP,Dealer,1
Male,33,,Rohtak,124112,HF DELUXE-BS-6,SAOD,MOBILE,1
Female,43,M,EAST CHAMPARAN,845418,SPLENDOR + BS6-I3S DRS,SAOD,Dealer,1
Male,40,M,MUZAFFAR NAGAR,251002,SPLENDOR + BS6-I3S DRS,SAOD,Dealer,1
Male,48,M,Karur,639006,SUP SPL BS6 FI DRS,SAOD,Dealer,1
Male,64,M,Jobat,457990,SPLENDOR+ XTEC DRS CAST,SAOD,Dealer,1
Male,31,M,Vadodara,360001,DESTINI 125(DESCDRVCF),SAOD,Dealer,1
Male,47,M,Agra,282006,Splendor PRO DRK CAST,COMP,Dealer,1
Male,57,,Satna,485771,SP+I3S BS-6,SAOD,CTAKSHATA,1
Male,62,M,HARIDWAR,249401,SPLENDOR +,COMP,Dealer,1
Male,29,M,Channarayapatna,573116,PASSION PR O,COMP,Dealer,1
Male,33,M,PAHARI,321204,Splendor + I3S DRSC FI,SAOD,Dealer,1
Male,32,S,DOONI,304024,HF DELUXE_HFNDTD,COMP,Dealer,1
Male,50,M,Dhanbad,806001,SPLENDOR+XTEC I3S DRSC FI,SAOD,Dealer,1
Male,54,,Arrah,802315,SUPER SPL BS6,SAOD,MOBILE,1
Male,74,,Jammu,181131,SPL + BS6 DRSC,SAOD,CT12OD_1,1
Male,35,,Bijapur,586101,SPPDIRSCC(SP+13S IBS),COMP,CT12OD_2,1
Male,30,M,Korba,495677,DuetVX BSIII,COMP,Dealer,1
Male,42,M,Vadodara,361160,HF DELUXE_HFND,COMP,Dealer,1
Male,20,,Ambedkar Nagar,204227,SPLENDOR + BS6-I3S DRS,SAOD,CT1SAON3,1
Male,45,M,Jaipur,303102,SPLENDOR+XTEC I3S DRSC FI,SAOD,Dealer,1
